idcar_200m,idcar_1km,idcar_nat,i_est_200,i_est_1km,lcog_geo,ind,men,men_pauv,men_1ind,men_5ind,men_prop,men_fmp,ind_snv,men_surf,men_coll,men_mais,log_av45,log_45_70,log_70_90,log_ap90,log_inc,log_soc,ind_0_3,ind_4_5,ind_6_10,ind_11_17,ind_18_24,ind_25_39,ind_40_54,ind_55_64,ind_65_79,ind_80p,ind_inc
WSG84;48.868544098357894;2.5125074615518987,CRS3035RES1000mN2889000E3772000,CRS3035RES1000mN2889000E3772000,1,0,93049,35,9,1,0,3.5,7,1.5,876597.9,1069,1.5,7.5,3.5,3,0,2.5,0,0,0.5,2,4,6.5,3,4,9.5,2.5,2.5,0.5,0
WSG84;48.86872666416325;2.515221321307245,CRS3035RES1000mN2889000E3772000,CRS3035RES1000mN2889000E3772000,0,0,93049,64,22,1,5,2,21,1,1796017.4,2196,2,20,8,5,6,3,0,0,3,3,4,5,4,9,17,5,10,4,0
WSG84;48.86890916403439;2.5179351992770274,CRS3035RES1000mN2889000E3773000,CRS3035RES1000mN2889000E3773000,1,0,9304993050,12,4.7,0.4,1.5,0.4,2.6,0.2,328019.3,476.8,1.3,3.4,1.5,0.2,1.9,1.1,0,0.2,0.4,0,0.3,0.5,0.4,2.2,2.8,2.8,1.9,0.7,0
WSG84;48.86927396597138;2.5233630098345965,CRS3035RES1000mN2889000E3773000,CRS3035RES1000mN2889000E3773000,1,0,93050,1,0.4,0,0.1,0,0.2,0,27334.9,39.7,0.1,0.3,0.1,0,0.2,0.1,0,0,0,0,0,0.1,0,0.2,0.2,0.2,0.2,0.1,0
WSG84;48.86945626803577;2.5260769424097473,CRS3035RES1000mN2889000E3773000,CRS3035RES1000mN2889000E3773000,0,0,93050,86,29,5,5,4,14,1,2147508.3,2324,1,28,7,15,6,1,0,0,0,1,9,4,9,16,18,13,16,0,0
WSG84;48.86963850416315;2.5287908931740355,CRS3035RES1000mN2889000E3773000,CRS3035RES1000mN2889000E3773000,0,0,93050,38,17,0,6,2,14,3,840884.7,1379,0,17,8,6,2,1,0,0,0,0,1,2,2,3,7,5,8,10,0
WSG84;48.869820674352816;2.5315048621211482,CRS3035RES1000mN2889000E3774000,CRS3035RES1000mN2889000E3774000,0,0,93050,368.5,151,31,56,13,63,22,7612995.8,9521,122,29,7,11,74,59,0,73,29.5,18.5,21.5,33,20,101,64,36,37,8,0
WSG84;48.87000277860404;2.53421884924476,CRS3035RES1000mN2889000E3774000,CRS3035RES1000mN2889000E3774000,0,0,93050,957,390,118,134,45,109,72,16850235.6,20289,372,18,10,316,6,58,0,238,75.5,40,76.5,92,61,197,184,95,105,22,9
WSG84;48.870184816916094;2.53693285453854,CRS3035RES1000mN2889000E3774000,CRS3035RES1000mN2889000E3774000,0,0,9305093032,373,127,22,32,24,31,22,7380385.7,10219,97,30,5,105,9,8,0,96,31,12.5,42.5,38,18,65,66,38,44,18,0
WSG84;48.87036678928832;2.5396468779961725,CRS3035RES1000mN2889000E3774000,CRS3035RES1000mN2889000E3774000,0,0,9303293050,178,65,3,12,7,58,7,4964764,5976,4,61,9,29,15,12,0,0,5,6,14,12,12,23,39,24,25,18,0
WSG84;48.87054869571996;2.542360919611326,CRS3035RES1000mN2889000E3774000,CRS3035RES1000mN2889000E3774000,1,0,9303293050,18,6.3,0.6,1.2,0.9,3.9,0.6,462204.9,593.4,0.9,5.4,2.4,1.5,1.8,0.6,0,0,1.5,0.3,1.2,1.5,0.9,3.3,5.1,1.2,1.2,1.8,0
WSG84;48.87073053621033;2.545074979377684,CRS3035RES1000mN2889000E3775000,CRS3035RES1000mN2889000E3775000,0,0,9305093032,92,30,0,5,6,30,1,2557295.1,2718,0,30,8,14,5,3,0,0,7,3,7,8,5,16,14,16,9,7,0
WSG84;48.87091231075872;2.5477890572889126,CRS3035RES1000mN2889000E3775000,CRS3035RES1000mN2889000E3775000,0,0,9305093032,44,14,2,2,2,13,1,1195638.2,1416,0,14,8,2,4,0,0,0,0,0,4,3,5,4,15,8,4,1,0
WSG84;48.871094019364385;2.5505031533386915,CRS3035RES1000mN2889000E3775000,CRS3035RES1000mN2889000E3775000,0,0,93050,211,72,1,15,12,65,4,6170310.8,6770,0,72,29,20,13,9,1,0,9,5,20,16,9,39,43,21,32,17,0
WSG84;48.871275662026655;2.5532172675206937,CRS3035RES1000mN2889000E3775000,CRS3035RES1000mN2889000E3775000,0,0,9303293050,227,100,13,35,4,76,9,5614505.5,7145,30,70,49,27,11,13,0,0,16,3,10.5,17.5,18,49,38,36,22,17,0
WSG84;48.87145723874481;2.5559313998285913,CRS3035RES1000mN2889000E3775000,CRS3035RES1000mN2889000E3775000,0,0,93032,210,80,3,16,7,74,8,6099038.4,7470,1,79,26,19,23,12,0,0,12,2,7.5,17.5,16,33,44,26,38,14,0
WSG84;48.871638749518134;2.558645550256059,CRS3035RES1000mN2889000E3776000,CRS3035RES200mN2889600E3776000,0,0,93032,222,73,4,6,12,62,4,6277561,6734,2,71,24,26,13,10,0,0,17,5,12,22,19,41,41,32,29,4,0
WSG84;48.87182019434592;2.561359718796767,CRS3035RES1000mN2889000E3776000,CRS3035RES200mN2889600E3776200,0,0,93032,207,70,5,14,10,57,6,5727840.3,6109,7,63,16,23,15,16,0,0,8,5,15.5,20.5,21,36,45,26,17,13,0
WSG84;48.87200157322747;2.564073905444395,CRS3035RES1000mN2889000E3776000,CRS3035RES200mN2889600E3776400,0,0,93032,227.5,86,3,24,14,83,4,5996226,7557,2,84,19,38,21,8,0,0,7,1,9.5,22,17,35,45,40,39,12,0
WSG84;48.87218288616206;2.5667881101926073,CRS3035RES1000mN2889000E3776000,CRS3035RES200mN2889600E3776600,0,0,9303277108,506,148,29,25,36,54,26,9951841,12218,93,55,16,103,21,7,1,89,34,22,52,66,39,92,100,55,32,14,0
WSG84;48.86390083487075;2.4172594308027544,CRS3035RES1000mN2889000E3765000,CRS3035RES1000mN2889000E3765000,0,0,93006,810.5,452,181,332,41,0,25,11239090.1,10745,452,0,0,0,452,0,0,452,28,19,57,65.5,30,107,160,134,158,17,35
WSG84;48.8640857156022;2.4199727455026743,CRS3035RES1000mN2889000E3765000,CRS3035RES1000mN2889000E3765000,0,0,93006,313,102,32,29,23,0,18,4826587.4,7507,102,0,0,0,0,101,1,101,10.5,12,25.5,37,33,44,57,38,43,13,0
WSG84;48.86445527932914;2.4253994302103186,CRS3035RES1000mN2889000E3766000,CRS3035RES1000mN2889000E3766000,0,0,9300693048,395,154,51,46,19,0,26,6408644.5,10758,154,0,0,0,154,0,0,154,11,13,33,50,26,52,86,50,57,16,1
WSG84;48.86463996232322;2.4281128002054126,CRS3035RES1000mN2889000E3766000,CRS3035RES1000mN2889000E3766000,0,0,9304893006,1974.5,662,172,184,131,39,126,33504219.5,49842,662,0,0,431,231,0,0,613,94,60,180.5,244,147,325,386,214,216,75,33
WSG84;48.86482457940337;2.430826188619611,CRS3035RES1000mN2889000E3766000,CRS3035RES1000mN2889000E3766000,0,0,93048,1170.5,422,85,128,67,171,50,22843075.6,30795,405,17,3,236,183,0,0,217,54.5,32.5,112,127.5,72,189,258,124,137,56,8
WSG84;48.865009130568886;2.433539595446602,CRS3035RES1000mN2889000E3766000,CRS3035RES1000mN2889000E3766000,0,0,93048,208.5,104,22,56,7,10,13,4703463.3,5294,97,7,32,4,42,26,0,0,19,3,13,9.5,20,57,43,19,19,4,2
WSG84;48.865193615819074;2.4362530206800685,CRS3035RES1000mN2889000E3767000,CRS3035RES200mN2889800E3767000,0,0,93048,478.5,231,28,96,9,133,26,12865363,12875,196,35,74,83,40,34,0,0,41,13.5,19.5,25.5,22,148,98,50,41,19,1
WSG84;48.865378035153185;2.4389664643137055,CRS3035RES1000mN2889000E3767000,CRS3035RES200mN2889800E3767200,0,0,93048,512.5,211,14,63,8,138,22,15357922,15327,157,54,46,40,19,105,1,15,37,19,30.5,36.5,33.5,127,124,49,47,9,0
WSG84;48.865562388570524;2.441679926341198,CRS3035RES1000mN2889000E3767000,CRS3035RES200mN2889800E3767400,0,0,93048,573,300,38,150,10,174,25,15107515.4,16011,263,37,74,151,38,36,1,0,30.5,17.5,31,28.5,17.5,168,134,59,50,37,0
WSG84;48.86574667607036;2.4443934067562276,CRS3035RES1000mN2889000E3767000,CRS3035RES200mN2889800E3767600,0,0,93048,771.5,331,51,150,29,121,30,17058271.6,18003,303,28,118,101,23,86,3,137,55.5,30,58.5,49,43.5,198,159,74,60,20,24
WSG84;48.865930897651964;2.4471069055524874,CRS3035RES1000mN2889000E3767000,CRS3035RES200mN2889800E3767800,0,0,93048,514.5,276,22,135,4,191,23,13730525.6,15443,236,40,67,159,17,33,0,0,28.5,8.5,18,31,21.5,133,116,61,63,34,0
WSG84;48.86611505331463;2.4498204227236577,CRS3035RES1000mN2889000E3768000,CRS3035RES1000mN2889000E3768000,0,0,93048,424,144,33,29,23,84,25,10222512.1,11155,66,78,47,10,22,65,0,33,18,21,41.5,45.5,35,78,109,36,29,3,8
WSG84;48.86629914305762;2.4525339582634316,CRS3035RES1000mN2889000E3768000,CRS3035RES1000mN2889000E3768000,0,0,93048,299,126,9,38,8,106,20,8590102.6,9825,67,59,7,42,24,53,0,0,11,6.5,22.5,26,22,53,73,39,32,14,0
WSG84;48.86648316688024;2.4552475121654935,CRS3035RES1000mN2889000E3768000,CRS3035RES1000mN2889000E3768000,1,0,93048,22.5,7,1.4,0.6,1.8,4,1.3,507512.8,538.4,1.9,5.1,4.5,1.1,0.5,0.9,0,0,1.7,1.2,2.1,1.1,1.8,3.5,5.6,2.9,1.8,0.8,0
WSG84;48.866667124781756;2.4579610844235242,CRS3035RES1000mN2889000E3768000,CRS3035RES1000mN2889000E3768000,0,0,93048,230.5,108,13,46,2,68,10,5481261.8,6148,84,24,29,62,3,14,0,0,14,5,15,11.5,12,55,52,31,30,5,0
WSG84;48.866851016761466;2.460674675031213,CRS3035RES1000mN2889000E3768000,CRS3035RES1000mN2889000E3768000,0,0,93048,88.5,35,5,14,5,18,3,2098462.4,2123,14,21,25,4,1,5,0,0,6,2,4.5,4,13,15,25,12,4,2,1
WSG84;48.867218602952555;2.466101911270297,CRS3035RES1000mN2889000E3769000,CRS3035RES1000mN2889000E3769000,0,0,93048,590.5,189,63,54,32,45,37,10190818.8,11612,147,42,26,148,2,13,0,140,34,15,59.5,64,37,100,128,80,49,10,14
WSG84;48.867402297162506;2.4688155568890586,CRS3035RES1000mN2889000E3769000,CRS3035RES1000mN2889000E3769000,0,0,9304893064,248.5,106,13,34,9,68,12,6321979.9,7434,39,67,56,23,6,21,0,0,12.5,4,16.5,20.5,18,52,57,28,29,10,1
WSG84;48.86758592544777;2.4715292208322155,CRS3035RES1000mN2889000E3769000,CRS3035RES1000mN2889000E3769000,0,0,9306493048,40,17,1,4,0,14,2,1116179.4,1475,2,15,4,8,2,3,0,0,1,0,1,3,2,4,10,7,6,6,0
WSG84;48.86795298424139;2.476956603666439,CRS3035RES1000mN2889000E3770000,CRS3035RES200mN2889800E3770000,0,0,9306493048,57,20,3,2,3,18,3,1470784.3,2011,4,16,3,6,7,4,0,0,4,4,2,6,1,15,9,7,7,2,0
WSG84;48.8681364147483;2.4796703225448744,CRS3035RES1000mN2889000E3770000,CRS3035RES200mN2889800E3770200,0,0,9306493048,148,61,8,15,3,47,11,4058918.9,5637,5,56,4,33,21,3,0,0,6,5,6,14.5,8.5,31,31,19,17,10,0
WSG84;48.868319779327656;2.4823840597224307,CRS3035RES1000mN2889000E3770000,CRS3035RES200mN2889800E3770400,0,0,93064,364.5,167,18,67,9,85,22,8777279.4,9641,112,55,107,32,8,20,0,0,16,12.5,20.5,21.5,33,88,89,29,39,16,0
WSG84;48.868503077978744;2.485097815192793,CRS3035RES1000mN2889000E3770000,CRS3035RES200mN2889800E3770600,0,0,93064,350.5,166,30,70,8,73,20,8288108.7,10106,126,40,111,27,16,12,0,20,24,14,17,24.5,18,88,73,39,35,18,0
WSG84;48.868686310700866;2.4878115889496444,CRS3035RES1000mN2889000E3770000,CRS3035RES200mN2889800E3770800,0,0,93064,423,191,16,74,13,123,27,11985805,12471,130,61,101,3,5,82,0,0,19,9,32,47,30,102,102,39,28,15,0
WSG84;48.868869477493256;2.4905253809866608,CRS3035RES1000mN2889000E3771000,CRS3035RES200mN2889800E3771000,0,0,93064,253.5,97,8,22,10,89,10,7855975.6,8904,17,80,78,8,3,8,0,0,8,3,20,29.5,19,22,64,36,35,17,0
WSG84;48.86905257835528;2.493239191297527,CRS3035RES1000mN2889000E3771000,CRS3035RES200mN2889800E3771200,0,0,93064,237,86,4,20,6,78,3,7192210.6,7588,6,80,38,19,9,20,0,0,16,6,18,18,20,37,49,29,31,13,0
WSG84;48.86923561328614;2.4959530198759254,CRS3035RES1000mN2889000E3771000,CRS3035RES200mN2889800E3771400,0,0,93064,263,92,6,21,14,82,7,6693734.6,8173,13,79,19,38,16,19,0,0,9,7.5,13,24.5,34,43,71,16,31,14,0
WSG84;48.86941858228519;2.4986668667155323,CRS3035RES1000mN2889000E3771000,CRS3035RES200mN2889800E3771600,0,0,9306493049,471,174,32,48,28,55,26,9633866.8,12398,117,57,14,20,50,90,0,113,19,10,44.5,47.5,34,85,105,73,38,14,1
WSG84;48.86960148535166;2.5013807318100247,CRS3035RES1000mN2889000E3771000,CRS3035RES200mN2889800E3771800,0,0,9304993064,523,216,11,66,15,184,34,12555136,14014,178,38,13,193,8,2,0,0,38,19,41.5,44.5,32,131,108,41,43,25,0
WSG84;48.86978432248485;2.50409461515309,CRS3035RES1000mN2889000E3772000,CRS3035RES1000mN2889000E3772000,0,0,93049,34,11,1,3,3,11,0,862719.9,1214,1,10,2,6,2,1,0,0,1,0,0,6,3,2,8,4,6,4,0
WSG84;48.86996709368409;2.5068085167384013,CRS3035RES1000mN2889000E3772000,CRS3035RES1000mN2889000E3772000,1,0,93049,26,6.7,0.7,0,2.6,5.2,1.1,651187,794.1,1.1,5.6,2.6,2.2,0,1.9,0,0,0.4,1.5,3,4.8,2.2,3,7,1.8,1.9,0.4,0
WSG84;48.87014979894861;2.5095224365596396,CRS3035RES1000mN2889000E3772000,CRS3035RES1000mN2889000E3772000,0,0,93049,101.5,39,2,9,4,36,3,2979393.4,4370,4,35,20,8,6,5,0,0,0,3,8,12.5,5,13,24,11,17,8,0
WSG84;48.87033243827773;2.512236374610484,CRS3035RES1000mN2889000E3772000,CRS3035RES1000mN2889000E3772000,0,0,93049,254.5,97,5,28,11,79,7,6805239.6,7931,39,58,43,34,13,7,0,0,13,8,17,20.5,16,40,65,30,26,18,1
WSG84;48.87051501167071;2.5149503308846097,CRS3035RES1000mN2889000E3772000,CRS3035RES1000mN2889000E3772000,0,0,93049,125,49,3,12,2,47,3,3927594,5309,0,49,22,16,8,3,0,0,0,1,3,15,15,7,30,26,23,5,0
WSG84;48.87069751912687;2.5176643053756993,CRS3035RES1000mN2889000E3773000,CRS3035RES1000mN2889000E3773000,0,0,93049,179.5,65,4,13,6,59,2,5470786.1,6465,0,65,22,19,15,9,0,0,3,6.5,15.5,19.5,12,19,51,25,17,10,1
WSG84;48.87087996064547;2.5203782980774236,CRS3035RES1000mN2889000E3773000,CRS3035RES1000mN2889000E3773000,0,0,9304993050,61.5,25,1,4,0,24,0,1940297.5,2770,1,24,10,3,10,2,0,0,2,0,1,4.5,3,6,12,10,16,7,0
WSG84;48.8710623362258;2.523092308983463,CRS3035RES1000mN2889000E3773000,CRS3035RES1000mN2889000E3773000,0,0,9305093049,45,13,0,2,3,11,2,1162042.6,1354,1,12,1,0,10,2,0,0,2,0,4,6,6,8,11,4,4,0,0
WSG84;48.87124464586718;2.5258063380874956,CRS3035RES1000mN2889000E3773000,CRS3035RES1000mN2889000E3773000,1,0,93050,3,1.2,0.1,0.4,0.1,0.6,0.1,82004.8,119.2,0.3,0.9,0.4,0,0.5,0.3,0,0.1,0.1,0,0.1,0.1,0.1,0.5,0.7,0.7,0.5,0.2,0
WSG84;48.87142688956887;2.5285203853831977,CRS3035RES1000mN2889000E3773000,CRS3035RES1000mN2889000E3773000,0,0,93050,115,36,11,4,6,11,5,2205685.2,2451,23,13,8,4,6,17,1,0,14,9,12,6,6,35,20,7,5,1,0
WSG84;48.87160906733014;2.5312344508642397,CRS3035RES1000mN2889000E3774000,CRS3035RES1000mN2889000E3774000,0,0,93050,82,25,1,3,4,25,1,2045584.7,2319,0,25,3,8,9,5,0,0,6,4,4,5,4,18,15,14,10,2,0
WSG84;48.871791179150335;2.533948534524305,CRS3035RES1000mN2889000E3774000,CRS3035RES1000mN2889000E3774000,0,0,9305093032,1391,445,129,119,96,15,114,22917871.3,31056,427,18,8,433,2,2,0,425,84,54,143,211,93,233,260,129,114,39,31
WSG84;48.871973225028675;2.5366626363570637,CRS3035RES1000mN2889000E3774000,CRS3035RES1000mN2889000E3774000,0,0,9303293050,201.5,73,0,15,11,72,5,5274552.3,6525,4,69,19,27,15,12,0,0,9,8,12,16.5,10,32,41,25,33,15,0
WSG84;48.8721552049645;2.539376756356191,CRS3035RES1000mN2889000E3774000,CRS3035RES1000mN2889000E3774000,0,0,93032,210.5,75,3,17,10,68,6,6133318.4,7033,2,73,33,15,19,8,0,0,9,4.5,12,20,15,24,45,26,40,15,0
WSG84;48.87233711895709;2.542090894515364,CRS3035RES1000mN2889000E3774000,CRS3035RES1000mN2889000E3774000,0,0,93032,217.5,75,3,17,11,71,5,5900667.6,6723,0,75,17,35,17,6,0,0,15.5,15,12.5,13.5,8,35,33,30,28,18,9
WSG84;48.872518967005725;2.544805050828256,CRS3035RES1000mN2889000E3775000,CRS3035RES1000mN2889000E3775000,0,0,93032,236,82,3,12,11,77,4,6839058.8,8454,3,79,29,26,18,9,0,0,6,9,14,25,21,28,56,27,35,14,1
WSG84;48.8727007491097;2.5475192252885375,CRS3035RES1000mN2889000E3775000,CRS3035RES1000mN2889000E3775000,0,0,9303293050,246.5,98,13,29,10,63,10,6025882.9,7775,31,67,31,21,11,31,4,0,13,7,13,19.5,22,41,54,30,35,12,0
WSG84;48.8728824652683;2.550233417889887,CRS3035RES1000mN2889000E3775000,CRS3035RES1000mN2889000E3775000,0,0,9305093032,165,76,11,29,6,45,7,3856568.6,5572,26,50,30,11,20,15,0,0,6,4.5,11,13.5,10,37,33,11,30,9,0
WSG84;48.87306411548081;2.552947628625976,CRS3035RES1000mN2889000E3775000,CRS3035RES1000mN2889000E3775000,0,0,9303293050,217.5,86,9,19,5,67,9,5808775,7010,24,62,32,17,13,24,0,0,17,4,10,11,13.5,49,33,36,31,13,0
WSG84;48.87324569974653;2.5556618574904784,CRS3035RES1000mN2889000E3775000,CRS3035RES1000mN2889000E3775000,0,0,93032,221,91,8,32,10,73,7,5541439.3,7340,26,65,35,28,21,7,0,0,11,4.5,16,13.5,18,47,39,34,19,19,0
WSG84;48.87342721806476;2.558376104477061,CRS3035RES1000mN2889000E3776000,CRS3035RES200mN2889800E3776000,0,0,93032,623,196,52,42,40,51,25,10760385.4,13481,148,48,26,132,18,20,0,104,28.5,16.5,69,93,40,135,113,57,55,15,1
WSG84;48.873608670434784;2.561090369579406,CRS3035RES1000mN2889000E3776000,CRS3035RES200mN2889800E3776200,0,0,93032,227,72,5,17,13,65,2,5523448.1,6327,4,68,20,19,20,13,0,0,19,4,18,18,16,43,51,22,32,4,0
WSG84;48.87379005685589;2.5638046527911755,CRS3035RES1000mN2889000E3776000,CRS3035RES200mN2889800E3776400,0,0,93032,209,72,3,9,6,62,5,5383517.1,6232,3,69,22,28,7,15,0,0,8,4.5,12.5,20,18,38,44,24,28,12,0
WSG84;48.87397137732735;2.5665189541060456,CRS3035RES1000mN2889000E3776000,CRS3035RES200mN2889800E3776600,0,0,9303277108,162.5,64,5,15,5,56,9,3950370.8,4714,33,31,10,45,6,3,0,0,10,4.5,12,12,10,30,44,21,14,5,0
WSG84;48.86550395098558;2.414271549611682,CRS3035RES1000mN2890000E3765000,CRS3035RES1000mN2890000E3765000,0,0,93006,119,53,9,19,2,41,4,2650166.8,3747,53,0,0,0,52,0,1,0,5,1,2,9,12,21,32,10,15,12,0
WSG84;48.86568890531254;2.4169849423030634,CRS3035RES1000mN2890000E3765000,CRS3035RES1000mN2890000E3765000,0,0,93006,308.5,121,25,37,13,77,10,7021511.5,8629,99,22,43,2,1,75,0,1,11,4,14.5,27,21,65,59,51,48,8,0
WSG84;48.865873793725825;2.4196983534413454,CRS3035RES1000mN2890000E3765000,CRS3035RES1000mN2890000E3765000,0,0,93006,241.5,94,18,26,10,22,16,5324551.1,6033,74,20,29,1,2,62,0,57,16,7,17,21.5,18,45,68,27,16,6,0
WSG84;48.86605861622468;2.4224117830202228,CRS3035RES1000mN2890000E3766000,CRS3035RES1000mN2890000E3766000,0,0,93006,158.5,57,12,19,6,37,7,3431859.4,4003,14,43,35,7,1,14,0,0,3,7,10,17.5,19,26,37,17,15,7,0
WSG84;48.866243372808405;2.4251252310333786,CRS3035RES1000mN2890000E3766000,CRS3035RES1000mN2890000E3766000,1,0,93006,74,25.3,0.9,3.7,3.7,0,3.7,1652447.6,1822.8,24.4,0.9,0,0,23.4,1.9,0,23.4,1.9,0,1.9,8.4,7.5,14.1,11.2,15.9,11.2,1.9,0
WSG84;48.8664280634763;2.427838697474506,CRS3035RES1000mN2890000E3766000,CRS3035RES1000mN2890000E3766000,0,0,9300693048,1272,470,254,208,79,0,47,16658227.3,17198,470,0,0,302,168,0,0,470,55.5,42,106,137.5,63,172,244,167,175,23,87
WSG84;48.8666126882276;2.4305521823372915,CRS3035RES1000mN2890000E3766000,CRS3035RES1000mN2890000E3766000,0,0,93048,467.5,138,39,36,39,3,24,7757999.3,8027,138,0,0,63,31,44,0,131,42,27.5,53.5,53.5,17,115,94,33,19,5,8
WSG84;48.86679724706161;2.4332656856154204,CRS3035RES1000mN2890000E3766000,CRS3035RES1000mN2890000E3766000,0,0,93048,453.5,214,22,81,7,101,28,11981238.6,11981,197,17,26,26,17,144,1,37,37,13.5,30,26,22,166,82,47,26,4,0
WSG84;48.866981739977604;2.435979207302579,CRS3035RES1000mN2890000E3767000,CRS3035RES1000mN2890000E3767000,0,0,93048,495.5,224,15,82,9,133,18,14730987.4,15758,173,51,32,56,27,109,0,0,24,12,26,33.5,32,120,125,55,51,17,0
WSG84;48.86716616697487;2.4386927473924622,CRS3035RES1000mN2890000E3767000,CRS3035RES1000mN2890000E3767000,0,0,93048,392,152,15,40,13,104,15,11047145.9,11738,63,89,60,26,17,49,0,18,23,8,31,35,22,80,105,41,38,9,0
WSG84;48.867350528052675;2.441406305878752,CRS3035RES1000mN2890000E3767000,CRS3035RES1000mN2890000E3767000,0,0,93048,435,188,33,69,11,128,17,11158955.7,12341,99,89,110,25,39,14,0,0,29,14,28.5,31.5,18,125,91,39,46,13,0
WSG84;48.86753482321033;2.444119882755129,CRS3035RES1000mN2890000E3767000,CRS3035RES1000mN2890000E3767000,0,0,93048,572,265,30,116,12,156,26,15134473.7,17203,221,44,45,79,97,44,0,31,37.5,12,42.5,36,38,139,123,59,49,36,0
WSG84;48.86771905244705;2.4468334780152876,CRS3035RES1000mN2890000E3767000,CRS3035RES1000mN2890000E3767000,0,0,93048,668.5,329,63,159,22,157,39,14724001.3,18738,316,13,70,61,167,30,1,77,27,14,50,35.5,42,167,159,71,68,26,9
WSG84;48.867903215762176;2.4495470916529087,CRS3035RES1000mN2890000E3768000,CRS3035RES200mN2890000E3768000,0,0,93048,861.5,430,65,205,18,242,57,20663883.7,22896,403,27,32,239,19,140,0,1,54,25.5,53,59,58,254,209,77,46,26,0
WSG84;48.86808731315499;2.4522607236616807,CRS3035RES1000mN2890000E3768000,CRS3035RES200mN2890000E3768200,0,0,93048,356,127,55,36,19,11,33,5364646.4,6347,120,7,115,5,1,6,0,112,21,15,30.5,53.5,29,51,82,43,29,2,0
WSG84;48.868271344624716;2.4549743740352827,CRS3035RES1000mN2890000E3768000,CRS3035RES200mN2890000E3768400,0,0,93048,471.5,151,37,27,33,5,35,8303931.7,10604,146,5,5,0,146,0,0,146,33,15,45,36.5,39,90,98,40,60,14,1
WSG84;48.86845531017071;2.4576880427674053,CRS3035RES1000mN2890000E3768000,CRS3035RES200mN2890000E3768600,0,0,93048,190,63,22,12,14,25,11,3684652.9,4460,35,28,13,7,21,22,0,14,7.5,9,12,19.5,16,38,43,22,16,7,0
WSG84;48.86863920979219;2.4604017298517293,CRS3035RES1000mN2890000E3768000,CRS3035RES200mN2890000E3768800,0,0,93048,106,36,3,4,5,31,4,2839066,3130,3,33,14,12,6,4,0,0,4,2,7,9,5,21,18,17,16,6,1
WSG84;48.86882304348848;2.4631154352819413,CRS3035RES1000mN2890000E3769000,CRS3035RES1000mN2890000E3769000,0,0,93048,254,99,32,32,13,44,17,4729647.2,5550,90,9,27,51,2,19,0,0,14,16.5,22,22.5,19,68,42,23,20,7,0
WSG84;48.86900681125887;2.4658291590517214,CRS3035RES1000mN2890000E3769000,CRS3035RES1000mN2890000E3769000,0,0,93048,132.5,55,14,16,3,13,14,2791279.6,3420,39,16,13,1,1,40,0,0,21,6.5,10,6,10,47,20,5,4,3,0
WSG84;48.869190513102595;2.4685429011547515,CRS3035RES1000mN2890000E3769000,CRS3035RES1000mN2890000E3769000,0,0,9304893064,585.5,210,41,64,33,89,38,11549392.6,13654,180,30,13,91,17,89,0,84,36,21.5,48,72,34,109,134,64,35,22,10
WSG84;48.86955771900726;2.473970440335306,CRS3035RES1000mN2890000E3769000,CRS3035RES1000mN2890000E3769000,0,0,93064,1035,450,10,179,27,0,27,26770844.1,37968,449,1,0,79,137,234,0,0,98,36,78,81,80,405,222,33,1,0,1
WSG84;48.869924661196805;2.4793980527730564,CRS3035RES1000mN2890000E3770000,CRS3035RES1000mN2890000E3770000,1,0,93064,10,4,0.6,1.3,0.5,2.7,0.5,212302.5,302.3,1.7,2.3,2.1,0.5,0.8,0.6,0,0,0.5,0.2,0.8,1.1,0.7,1.3,2.2,1,1.8,0.4,0
WSG84;48.87010803339658;2.4821118864475857,CRS3035RES1000mN2890000E3770000,CRS3035RES1000mN2890000E3770000,0,0,93064,265,113,25,40,12,49,11,6397313.3,6360,85,28,54,29,12,18,0,0,22,6.5,15.5,16,22,83,51,19,23,7,0
WSG84;48.87029133966543;2.4848257384174577,CRS3035RES1000mN2890000E3770000,CRS3035RES1000mN2890000E3770000,0,0,93064,95,40,9,15,4,15,3,2013056.3,2486,28,12,35,2,0,3,0,0,4,1,6,7,6,29,26,10,1,5,0
WSG84;48.870474580002615;2.4875396086763555,CRS3035RES1000mN2890000E3770000,CRS3035RES1000mN2890000E3770000,0,0,93064,645,323,44,159,14,178,30,16733235.8,17900,278,45,87,66,50,120,0,0,49,29.5,38,40.5,30,211,135,49,38,25,0
WSG84;48.87065775440746;2.4902534972179557,CRS3035RES1000mN2890000E3771000,CRS3035RES1000mN2890000E3771000,0,0,93064,214.5,83,7,19,7,66,9,6182429.5,6882,16,67,58,4,10,11,0,1,8,2,18,17.5,12,43,47,26,30,11,0
WSG84;48.8708408628792;2.492967404035943,CRS3035RES1000mN2890000E3771000,CRS3035RES1000mN2890000E3771000,0,0,93064,204.5,84,2,22,4,79,3,6290484.7,6817,27,57,41,5,10,28,0,0,8,2,9.5,17,11,34,39,37,31,16,0
WSG84;48.87102390541715;2.495681329123992,CRS3035RES1000mN2890000E3771000,CRS3035RES1000mN2890000E3771000,0,0,93064,166,59,0,11,4,57,4,5102267,6158,0,59,10,9,22,18,0,0,5,1,6,12,18,24,38,28,24,10,0
